Value,LastModifiedDateUTC
"Garfield County, Nebraska",2019-06-04 22:00:14.557
"Garfield County, Oklahoma",2019-06-04 22:00:14.557
"Garfield County, Utah",2019-06-04 22:00:14.557
"Garfield County, Washington",2019-06-04 22:00:14.557
"Garland County, Arkansas",2019-06-04 22:00:14.557
"Garrard County, Kentucky",2019-06-04 22:00:14.557
"Garrett County, Maryland",2019-06-04 22:00:14.557
"Garvin County, Oklahoma",2019-06-04 22:00:14.557
"Garza County, Texas",2019-06-04 22:00:14.557
"Gasconade County, Missouri",2019-06-04 22:00:14.557
"Gaston County, North Carolina",2019-06-04 22:00:14.557
"Gates County, North Carolina",2019-06-04 22:00:14.557
"Geary County, Kansas",2019-06-04 22:00:14.557
"Geauga County, Ohio",2019-06-04 22:00:14.557
"Gem County, Idaho",2019-06-04 22:00:14.557
"Genesee County, Michigan",2019-06-04 22:00:14.557
"Genesee County, New York",2019-06-04 22:00:14.557
"Geneva County, Alabama",2019-06-04 22:00:14.557
"Gentry County, Missouri",2019-06-04 22:00:14.557
"George County, Mississippi",2019-06-04 22:00:14.557
"Georgetown County, South Carolina",2019-06-04 22:00:14.557
"Gibson County, Indiana",2019-06-04 22:00:14.557
"Gibson County, Tennessee",2019-06-04 22:00:14.557
"Gila County, Arizona",2019-06-04 22:00:14.557
"Gilchrist County, Florida",2019-06-04 22:00:14.557
"Giles County, Tennessee",2019-06-04 22:00:14.557
"Giles County, Virginia",2019-06-04 22:00:14.557
"Gillespie County, Texas",2019-06-04 22:00:14.557
"Gilliam County, Oregon",2019-06-04 22:00:14.557
"Gilmer County, Georgia",2019-06-04 22:00:14.557
"Gilmer County, West Virginia",2019-06-04 22:00:14.557
"Gilpin County, Colorado",2019-06-04 22:00:14.557
"Glacier County, Montana",2019-06-04 22:00:14.557
"Glades County, Florida",2019-06-04 22:00:14.557
"Gladwin County, Michigan",2019-06-04 22:00:14.557
"Glascock County, Georgia",2019-06-04 22:00:14.557
"Glasscock County, Texas",2019-06-04 22:00:14.557
"Glenn County, California",2019-06-04 22:00:14.557
"Gloucester County, New Jersey",2019-06-04 22:00:14.557
"Gloucester County, Virginia",2019-06-04 22:00:14.557
"Glynn County, Georgia",2019-06-04 22:00:14.557
"Gogebic County, Michigan",2019-06-04 22:00:14.557
"Golden Valley County, Montana",2019-06-04 22:00:14.557
"Golden Valley County, North Dakota",2019-06-04 22:00:14.557
"Goliad County, Texas",2019-06-04 22:00:14.557
"Gonzales County, Texas",2019-06-04 22:00:14.557
"Goochland County, Virginia",2019-06-04 22:00:14.557
"Goodhue County, Minnesota",2019-06-04 22:00:14.557
"Gooding County, Idaho",2019-06-04 22:00:14.557
"Gordon County, Georgia",2019-06-04 22:00:14.557
"Goshen County, Wyoming",2019-06-04 22:00:14.557
"Gosper County, Nebraska",2019-06-04 22:00:14.557
"Gove County, Kansas",2019-06-04 22:00:14.557
"Grady County, Georgia",2019-06-04 22:00:14.557
"Grady County, Oklahoma",2019-06-04 22:00:14.557
"Grafton County, New Hampshire",2019-06-04 22:00:14.557
"Graham County, Arizona",2019-06-04 22:00:14.557
"Graham County, Kansas",2019-06-04 22:00:14.557
"Graham County, North Carolina",2019-06-04 22:00:14.557
"Grainger County, Tennessee",2019-06-04 22:00:14.557
"Grand County, Colorado",2019-06-04 22:00:14.557
"Grand County, Utah",2019-06-04 22:00:14.557
"Grand Forks County, North Dakota",2019-06-04 22:00:14.557
"Grand Isle County, Vermont",2019-06-04 22:00:14.557
"Grand Traverse County, Michigan",2019-06-04 22:00:14.557
"Granite County, Montana",2019-06-04 22:00:14.557
"Grant County, Arkansas",2019-06-04 22:00:14.557
"Grant County, Indiana",2019-06-04 22:00:14.557
"Grant County, Kansas",2019-06-04 22:00:14.557
"Grant County, Kentucky",2019-06-04 22:00:14.557
"Grant County, Minnesota",2019-06-04 22:00:14.557
"Grant County, Nebraska",2019-06-04 22:00:14.557
"Grant County, New Mexico",2019-06-04 22:00:14.557
"Grant County, North Dakota",2019-06-04 22:00:14.557
"Grant County, Oklahoma",2019-06-04 22:00:14.557
"Grant County, Oregon",2019-06-04 22:00:14.557
"Grant County, South Dakota",2019-06-04 22:00:14.557
"Grant County, Washington",2019-06-04 22:00:14.557
"Grant County, West Virginia",2019-06-04 22:00:14.557
"Grant County, Wisconsin",2019-06-04 22:00:14.557
"Grant Parish, Louisiana",2019-06-04 22:00:14.557
"Granville County, North Carolina",2019-06-04 22:00:14.557
"Gratiot County, Michigan",2019-06-04 22:00:14.557
"Graves County, Kentucky",2019-06-04 22:00:14.557
"Gray County, Kansas",2019-06-04 22:00:14.557
"Gray County, Texas",2019-06-04 22:00:14.557
"Grays Harbor County, Washington",2019-06-04 22:00:14.557
"Grayson County, Kentucky",2019-06-04 22:00:14.557
"Grayson County, Texas",2019-06-04 22:00:14.557
"Grayson County, Virginia",2019-06-04 22:00:14.557
"Greeley County, Kansas",2019-06-04 22:00:14.557
"Greeley County, Nebraska",2019-06-04 22:00:14.557
"Green County, Kentucky",2019-06-04 22:00:14.557
"Green County, Wisconsin",2019-06-04 22:00:14.557
"Green Lake County, Wisconsin",2019-06-04 22:00:14.557
"Greenbrier County, West Virginia",2019-06-04 22:00:14.557
"Greene County, Alabama",2019-06-04 22:00:14.557
"Greene County, Arkansas",2019-06-04 22:00:14.557
"Greene County, Georgia",2019-06-04 22:00:14.557
"Greene County, Illinois",2019-06-04 22:00:14.557
"Greene County, Indiana",2019-06-04 22:00:14.557
"Greene County, Iowa",2019-06-04 22:00:14.557
"Greene County, Mississippi",2019-06-04 22:00:14.557
"Greene County, Missouri",2019-06-04 22:00:14.557
"Greene County, New York",2019-06-04 22:00:14.557
"Greene County, North Carolina",2019-06-04 22:00:14.557
"Greene County, Ohio",2019-06-04 22:00:14.557
"Greene County, Pennsylvania",2019-06-04 22:00:14.557
"Greene County, Tennessee",2019-06-04 22:00:14.557
"Greene County, Virginia",2019-06-04 22:00:14.557
"Greenlee County, Arizona",2019-06-04 22:00:14.557
"Greensville County, Virginia",2019-06-04 22:00:14.557
"Greenup County, Kentucky",2019-06-04 22:00:14.557
"Greenville County, South Carolina",2019-06-04 22:00:14.557
"Greenwood County, Kansas",2019-06-04 22:00:14.557
"Greenwood County, South Carolina",2019-06-04 22:00:14.557
"Greer County, Oklahoma",2019-06-04 22:00:14.557
"Gregg County, Texas",2019-06-04 22:00:14.557
"Gregory County, South Dakota",2019-06-04 22:00:14.557
"Grenada County, Mississippi",2019-06-04 22:00:14.557
"Griggs County, North Dakota",2019-06-04 22:00:14.557
"Grimes County, Texas",2019-06-04 22:00:14.557
"Grundy County, Illinois",2019-06-04 22:00:14.557
"Grundy County, Iowa",2019-06-04 22:00:14.557
"Grundy County, Missouri",2019-06-04 22:00:14.557
"Grundy County, Tennessee",2019-06-04 22:00:14.557
"Guadalupe County, New Mexico",2019-06-04 22:00:14.557
"Guadalupe County, Texas",2019-06-04 22:00:14.557
"Guernsey County, Ohio",2019-06-04 22:00:14.557
"Guilford County, North Carolina",2019-06-04 22:00:14.557
"Gulf County, Florida",2019-06-04 22:00:14.557
"Gunnison County, Colorado",2019-06-04 22:00:14.557
"Guthrie County, Iowa",2019-06-04 22:00:14.557
"Gwinnett County, Georgia",2019-06-04 22:00:14.557
"Haakon County, South Dakota",2019-06-04 22:00:14.557
"Habersham County, Georgia",2019-06-04 22:00:14.557
"Haines Borough, Alaska",2019-06-04 22:00:14.557
"Hale County, Alabama",2019-06-04 22:00:14.557
"Hale County, Texas",2019-06-04 22:00:14.557
"Halifax County, North Carolina",2019-06-04 22:00:14.557
"Halifax County, Virginia",2019-06-04 22:00:14.557
"Hall County, Georgia",2019-06-04 22:00:14.557
"Hall County, Nebraska",2019-06-04 22:00:14.557
"Hall County, Texas",2019-06-04 22:00:14.557
"Hamblen County, Tennessee",2019-06-04 22:00:14.557
"Hamilton County, Florida",2019-06-04 22:00:14.557
"Hamilton County, Illinois",2019-06-04 22:00:14.557
"Hamilton County, Indiana",2019-06-04 22:00:14.557
"Hamilton County, Iowa",2019-06-04 22:00:14.557
"Hamilton County, Kansas",2019-06-04 22:00:14.557
"Hamilton County, Nebraska",2019-06-04 22:00:14.557
"Hamilton County, New York",2019-06-04 22:00:14.557
"Hamilton County, Ohio",2019-06-04 22:00:14.557
"Hamilton County, Tennessee",2019-06-04 22:00:14.557
"Hamilton County, Texas",2019-06-04 22:00:14.557
"Hamlin County, South Dakota",2019-06-04 22:00:14.557
"Hampden County, Massachusetts",2019-06-04 22:00:14.557
"Hampshire County, Massachusetts",2019-06-04 22:00:14.557
"Hampshire County, West Virginia",2019-06-04 22:00:14.557
"Hampton County, South Carolina",2019-06-04 22:00:14.557
"Hampton, City of, Virginia",2019-06-04 22:00:14.557
"Hancock County, Georgia",2019-06-04 22:00:14.557
"Hancock County, Illinois",2019-06-04 22:00:14.557
"Hancock County, Indiana",2019-06-04 22:00:14.557
"Hancock County, Iowa",2019-06-04 22:00:14.557
"Hancock County, Kentucky",2019-06-04 22:00:14.557
"Hancock County, Maine",2019-06-04 22:00:14.557
"Hancock County, Mississippi",2019-06-04 22:00:14.557
"Hancock County, Ohio",2019-06-04 22:00:14.557
"Hancock County, Tennessee",2019-06-04 22:00:14.557
"Hancock County, West Virginia",2019-06-04 22:00:14.557
"Hand County, South Dakota",2019-06-04 22:00:14.557
"Hanover County, Virginia",2019-06-04 22:00:14.557
"Hansford County, Texas",2019-06-04 22:00:14.557
"Hanson County, South Dakota",2019-06-04 22:00:14.557
"Haralson County, Georgia",2019-06-04 22:00:14.557
"Hardee County, Florida",2019-06-04 22:00:14.557
"Hardeman County, Tennessee",2019-06-04 22:00:14.557
"Hardeman County, Texas",2019-06-04 22:00:14.557
"Hardin County, Illinois",2019-06-04 22:00:14.557
"Hardin County, Iowa",2019-06-04 22:00:14.557
"Hardin County, Kentucky",2019-06-04 22:00:14.557
"Hardin County, Ohio",2019-06-04 22:00:14.557
"Hardin County, Tennessee",2019-06-04 22:00:14.557
"Hardin County, Texas",2019-06-04 22:00:14.557
"Harding County, New Mexico",2019-06-04 22:00:14.557
"Harding County, South Dakota",2019-06-04 22:00:14.557
"Hardy County, West Virginia",2019-06-04 22:00:14.557
"Harford County, Maryland",2019-06-04 22:00:14.557
"Harlan County, Kentucky",2019-06-04 22:00:14.557
"Harlan County, Nebraska",2019-06-04 22:00:14.557
"Harmon County, Oklahoma",2019-06-04 22:00:14.557
"Harnett County, North Carolina",2019-06-04 22:00:14.557
"Harney County, Oregon",2019-06-04 22:00:14.557
"Harper County, Kansas",2019-06-04 22:00:14.557
"Harper County, Oklahoma",2019-06-04 22:00:14.557
"Harris County, Georgia",2019-06-04 22:00:14.557
"Harris County, Texas",2019-06-04 22:00:14.557
"Harrison County, Indiana",2019-06-04 22:00:14.557
"Harrison County, Iowa",2019-06-04 22:00:14.557
"Harrison County, Kentucky",2019-06-04 22:00:14.557
"Harrison County, Mississippi",2019-06-04 22:00:14.557
"Harrison County, Missouri",2019-06-04 22:00:14.557
"Harrison County, Ohio",2019-06-04 22:00:14.557
"Harrison County, Texas",2019-06-04 22:00:14.557
"Harrison County, West Virginia",2019-06-04 22:00:14.557
"Harrisonburg, City of, Virginia",2019-06-04 22:00:14.557
"Hart County, Georgia",2019-06-04 22:00:14.557
"Hart County, Kentucky",2019-06-04 22:00:14.557
"Hartford County, Connecticut",2019-06-04 22:00:14.557
"Hartley County, Texas",2019-06-04 22:00:14.557
"Harvey County, Kansas",2019-06-04 22:00:14.557
"Haskell County, Kansas",2019-06-04 22:00:14.557
"Haskell County, Oklahoma",2019-06-04 22:00:14.557
"Haskell County, Texas",2019-06-04 22:00:14.557
"Hawaii County, Hawai?i",2019-06-04 22:00:14.557
"Hawkins County, Tennessee",2019-06-04 22:00:14.557
"Hayes County, Nebraska",2019-06-04 22:00:14.557
"Hays County, Texas",2019-06-04 22:00:14.557
"Haywood County, North Carolina",2019-06-04 22:00:14.557
"Haywood County, Tennessee",2019-06-04 22:00:14.557
"Heard County, Georgia",2019-06-04 22:00:14.557
"Hemphill County, Texas",2019-06-04 22:00:14.557
"Hempstead County, Arkansas",2019-06-04 22:00:14.557
"Henderson County, Illinois",2019-06-04 22:00:14.557
"Henderson County, Kentucky",2019-06-04 22:00:14.557
"Henderson County, North Carolina",2019-06-04 22:00:14.557
"Henderson County, Tennessee",2019-06-04 22:00:14.557
"Henderson County, Texas",2019-06-04 22:00:14.557
"Hendricks County, Indiana",2019-06-04 22:00:14.557
"Hendry County, Florida",2019-06-04 22:00:14.557
"Hennepin County, Minnesota",2019-06-04 22:00:14.557
"Henrico County, Virginia",2019-06-04 22:00:14.557
"Henry County, Alabama",2019-06-04 22:00:14.557
"Henry County, Georgia",2019-06-04 22:00:14.557
"Henry County, Illinois",2019-06-04 22:00:14.557
"Henry County, Indiana",2019-06-04 22:00:14.557
"Henry County, Iowa",2019-06-04 22:00:14.557
"Henry County, Kentucky",2019-06-04 22:00:14.557
"Henry County, Missouri",2019-06-04 22:00:14.557
"Henry County, Ohio",2019-06-04 22:00:14.557
"Henry County, Tennessee",2019-06-04 22:00:14.557
"Henry County, Virginia",2019-06-04 22:00:14.557
"Herkimer County, New York",2019-06-04 22:00:14.557
"Hernando County, Florida",2019-06-04 22:00:14.557
"Hertford County, North Carolina",2019-06-04 22:00:14.557
"Hettinger County, North Dakota",2019-06-04 22:00:14.557
"Hickman County, Kentucky",2019-06-04 22:00:14.557
"Hickman County, Tennessee",2019-06-04 22:00:14.557
"Hickory County, Missouri",2019-06-04 22:00:14.557
"Hidalgo County, New Mexico",2019-06-04 22:00:14.557
"Hidalgo County, Texas",2019-06-04 22:00:14.557
"Highland County, Ohio",2019-06-04 22:00:14.557
"Highland County, Virginia",2019-06-04 22:00:14.557
"Highlands County, Florida",2019-06-04 22:00:14.557
"Hill County, Montana",2019-06-04 22:00:14.557
"Hill County, Texas",2019-06-04 22:00:14.557
"Hillsborough County, Florida",2019-06-04 22:00:14.557
"Hillsborough County, New Hampshire",2019-06-04 22:00:14.557
"Hillsdale County, Michigan",2019-06-04 22:00:14.557
"Hinds County, Mississippi",2019-06-04 22:00:14.557
"Hinsdale County, Colorado",2019-06-04 22:00:14.557
"Hitchcock County, Nebraska",2019-06-04 22:00:14.557
"Hocking County, Ohio",2019-06-04 22:00:14.557
"Hockley County, Texas",2019-06-04 22:00:14.557
"Hodgeman County, Kansas",2019-06-04 22:00:14.557
"Hoke County, North Carolina",2019-06-04 22:00:14.557
"Holmes County, Florida",2019-06-04 22:00:14.557
"Holmes County, Mississippi",2019-06-04 22:00:14.557
"Holmes County, Ohio",2019-06-04 22:00:14.557
"Holt County, Missouri",2019-06-04 22:00:14.557
"Holt County, Nebraska",2019-06-04 22:00:14.557
"Honolulu, City and County of, Hawai?i",2019-06-04 22:00:14.557
"Hood County, Texas",2019-06-04 22:00:14.557
"Hood River County, Oregon",2019-06-04 22:00:14.557
"Hooker County, Nebraska",2019-06-04 22:00:14.557
"Hoonah-Angoon Census Area, Alaska",2019-06-04 22:00:14.557
"Hopewell, City of, Virginia",2019-06-04 22:00:14.557
"Hopkins County, Kentucky",2019-06-04 22:00:14.557
"Hopkins County, Texas",2019-06-04 22:00:14.557
"Horry County, South Carolina",2019-06-04 22:00:14.557
"Hot Spring County, Arkansas",2019-06-04 22:00:14.557
"Hot Springs County, Wyoming",2019-06-04 22:00:14.557
"Houghton County, Michigan",2019-06-04 22:00:14.557
"Houston County, Alabama",2019-06-04 22:00:14.557
"Houston County, Georgia",2019-06-04 22:00:14.557
"Houston County, Minnesota",2019-06-04 22:00:14.557
"Houston County, Tennessee",2019-06-04 22:00:14.557
"Houston County, Texas",2019-06-04 22:00:14.557
"Howard County, Arkansas",2019-06-04 22:00:14.557
"Howard County, Indiana",2019-06-04 22:00:14.557
"Howard County, Iowa",2019-06-04 22:00:14.557
"Howard County, Maryland",2019-06-04 22:00:14.557
"Howard County, Missouri",2019-06-04 22:00:14.557
"Howard County, Nebraska",2019-06-04 22:00:14.557
"Howard County, Texas",2019-06-04 22:00:14.557
"Howell County, Missouri",2019-06-04 22:00:14.557
"Hubbard County, Minnesota",2019-06-04 22:00:14.557
"Hudson County, New Jersey",2019-06-04 22:00:14.557
"Hudspeth County, Texas",2019-06-04 22:00:14.557
"Huerfano County, Colorado",2019-06-04 22:00:14.557
"Hughes County, Oklahoma",2019-06-04 22:00:14.557
"Hughes County, South Dakota",2019-06-04 22:00:14.557
"Humboldt County, California",2019-06-04 22:00:14.557
"Humboldt County, Iowa",2019-06-04 22:00:14.557
"Humboldt County, Nevada",2019-06-04 22:00:14.557
"Humphreys County, Mississippi",2019-06-04 22:00:14.557
"Humphreys County, Tennessee",2019-06-04 22:00:14.557
"Hunt County, Texas",2019-06-04 22:00:14.557
"Hunterdon County, New Jersey",2019-06-04 22:00:14.557
"Huntingdon County, Pennsylvania",2019-06-04 22:00:14.557
"Huntington County, Indiana",2019-06-04 22:00:14.557
"Huron County, Michigan",2019-06-04 22:00:14.557
"Huron County, Ohio",2019-06-04 22:00:14.557
"Hutchinson County, South Dakota",2019-06-04 22:00:14.557
"Hutchinson County, Texas",2019-06-04 22:00:14.557
"Hyde County, North Carolina",2019-06-04 22:00:14.557
"Hyde County, South Dakota",2019-06-04 22:00:14.557
"Iberia Parish, Louisiana",2019-06-04 22:00:14.557
"Iberville Parish, Louisiana",2019-06-04 22:00:14.557
"Ida County, Iowa",2019-06-04 22:00:14.557
"Idaho County, Idaho",2019-06-04 22:00:14.557
"Imperial County, California",2019-06-04 22:00:14.557
"Independence County, Arkansas",2019-06-04 22:00:14.557
"Indian River County, Florida",2019-06-04 22:00:14.557
"Indiana County, Pennsylvania",2019-06-04 22:00:14.557
"Ingham County, Michigan",2019-06-04 22:00:14.557
"Inyo County, California",2019-06-04 22:00:14.557
"Ionia County, Michigan",2019-06-04 22:00:14.557
"Iosco County, Michigan",2019-06-04 22:00:14.557
"Iowa County, Iowa",2019-06-04 22:00:14.557
"Iowa County, Wisconsin",2019-06-04 22:00:14.557
"Iredell County, North Carolina",2019-06-04 22:00:14.557
"Irion County, Texas",2019-06-04 22:00:14.557
"Iron County, Michigan",2019-06-04 22:00:14.557
"Iron County, Missouri",2019-06-04 22:00:14.557
"Iron County, Utah",2019-06-04 22:00:14.557
"Iron County, Wisconsin",2019-06-04 22:00:14.557
"Iroquois County, Illinois",2019-06-04 22:00:14.557
"Irwin County, Georgia",2019-06-04 22:00:14.557
"Isabella County, Michigan",2019-06-04 22:00:14.557
"Isanti County, Minnesota",2019-06-04 22:00:14.557
"Island County, Washington",2019-06-04 22:00:14.557
"Isle of Wight County, Virginia",2019-06-04 22:00:14.557
"Issaquena County, Mississippi",2019-06-04 22:00:14.557
"Itasca County, Minnesota",2019-06-04 22:00:14.557
"Itawamba County, Mississippi",2019-06-04 22:00:14.557
"Izard County, Arkansas",2019-06-04 22:00:14.557
"Jack County, Texas",2019-06-04 22:00:14.557
"Jackson County, Alabama",2019-06-04 22:00:14.557
"Jackson County, Arkansas",2019-06-04 22:00:14.557
"Jackson County, Colorado",2019-06-04 22:00:14.557
"Jackson County, Florida",2019-06-04 22:00:14.557
"Jackson County, Georgia",2019-06-04 22:00:14.557
"Jackson County, Illinois",2019-06-04 22:00:14.557
"Jackson County, Indiana",2019-06-04 22:00:14.557
"Jackson County, Iowa",2019-06-04 22:00:14.557
"Jackson County, Kansas",2019-06-04 22:00:14.557
"Jackson County, Kentucky",2019-06-04 22:00:14.557
"Jackson County, Michigan",2019-06-04 22:00:14.557
"Jackson County, Minnesota",2019-06-04 22:00:14.557
"Jackson County, Mississippi",2019-06-04 22:00:14.557
"Jackson County, Missouri",2019-06-04 22:00:14.557
"Jackson County, North Carolina",2019-06-04 22:00:14.557
"Jackson County, Ohio",2019-06-04 22:00:14.557
"Jackson County, Oklahoma",2019-06-04 22:00:14.557
"Jackson County, Oregon",2019-06-04 22:00:14.557
"Jackson County, South Dakota",2019-06-04 22:00:14.557
"Jackson County, Tennessee",2019-06-04 22:00:14.557
"Jackson County, Texas",2019-06-04 22:00:14.557
"Jackson County, West Virginia",2019-06-04 22:00:14.557
"Jackson County, Wisconsin",2019-06-04 22:00:14.557
"Jackson Parish, Louisiana",2019-06-04 22:00:14.557
"James City County, Virginia",2019-06-04 22:00:14.557
"Jasper County, Georgia",2019-06-04 22:00:14.557
"Jasper County, Illinois",2019-06-04 22:00:14.557
"Jasper County, Indiana",2019-06-04 22:00:14.557
"Jasper County, Iowa",2019-06-04 22:00:14.557
"Jasper County, Mississippi",2019-06-04 22:00:14.557
"Jasper County, Missouri",2019-06-04 22:00:14.557
"Jasper County, South Carolina",2019-06-04 22:00:14.557
"Jasper County, Texas",2019-06-04 22:00:14.557
"Jay County, Indiana",2019-06-04 22:00:14.557
"Jeff Davis County, Georgia",2019-06-04 22:00:14.557
"Jeff Davis County, Texas",2019-06-04 22:00:14.557
"Jefferson County, Alabama",2019-06-04 22:00:14.557
"Jefferson County, Arkansas",2019-06-04 22:00:14.557
"Jefferson County, Colorado",2019-06-04 22:00:14.557
"Jefferson County, Florida",2019-06-04 22:00:14.557
"Jefferson County, Georgia",2019-06-04 22:00:14.557
"Jefferson County, Idaho",2019-06-04 22:00:14.557
"Jefferson County, Illinois",2019-06-04 22:00:14.557
"Jefferson County, Indiana",2019-06-04 22:00:14.557
"Jefferson County, Iowa",2019-06-04 22:00:14.557
"Jefferson County, Kansas",2019-06-04 22:00:14.557
"Jefferson County, Kentucky",2019-06-04 22:00:14.557
"Jefferson County, Mississippi",2019-06-04 22:00:14.557
"Jefferson County, Missouri",2019-06-04 22:00:14.557
"Jefferson County, Montana",2019-06-04 22:00:14.557
"Jefferson County, Nebraska",2019-06-04 22:00:14.557
"Jefferson County, New York",2019-06-04 22:00:14.557
"Jefferson County, Ohio",2019-06-04 22:00:14.557
"Jefferson County, Oklahoma",2019-06-04 22:00:14.557
"Jefferson County, Oregon",2019-06-04 22:00:14.557
"Jefferson County, Pennsylvania",2019-06-04 22:00:14.557
"Jefferson County, Tennessee",2019-06-04 22:00:14.557
"Jefferson County, Texas",2019-06-04 22:00:14.557
"Jefferson County, Washington",2019-06-04 22:00:14.557
"Jefferson County, West Virginia",2019-06-04 22:00:14.557
"Jefferson County, Wisconsin",2019-06-04 22:00:14.557
"Jefferson Davis County, Mississippi",2019-06-04 22:00:14.557
"Jefferson Davis Parish, Louisiana",2019-06-04 22:00:14.557
"Jefferson Parish, Louisiana",2019-06-04 22:00:14.557
"Jenkins County, Georgia",2019-06-04 22:00:14.557
"Jennings County, Indiana",2019-06-04 22:00:14.557
"Jerauld County, South Dakota",2019-06-04 22:00:14.557
"Jerome County, Idaho",2019-06-04 22:00:14.557
"Jersey County, Illinois",2019-06-04 22:00:14.557
"Jessamine County, Kentucky",2019-06-04 22:00:14.557
"Jewell County, Kansas",2019-06-04 22:00:14.557
"Jim Hogg County, Texas",2019-06-04 22:00:14.557
"Jim Wells County, Texas",2019-06-04 22:00:14.557
"Jo Daviess County, Illinois",2019-06-04 22:00:14.557
"Johnson County, Arkansas",2019-06-04 22:00:14.557
"Johnson County, Georgia",2019-06-04 22:00:14.557
"Johnson County, Illinois",2019-06-04 22:00:14.557
"Johnson County, Indiana",2019-06-04 22:00:14.557
"Johnson County, Iowa",2019-06-04 22:00:14.557
"Johnson County, Kansas",2019-06-04 22:00:14.557
"Johnson County, Kentucky",2019-06-04 22:00:14.557
"Johnson County, Missouri",2019-06-04 22:00:14.557
"Johnson County, Nebraska",2019-06-04 22:00:14.557
"Johnson County, Tennessee",2019-06-04 22:00:14.557
"Johnson County, Texas",2019-06-04 22:00:14.557
"Johnson County, Wyoming",2019-06-04 22:00:14.557
"Johnston County, North Carolina",2019-06-04 22:00:14.557
"Johnston County, Oklahoma",2019-06-04 22:00:14.557
"Jones County, Georgia",2019-06-04 22:00:14.557
"Jones County, Iowa",2019-06-04 22:00:14.557
"Jones County, Mississippi",2019-06-04 22:00:14.557
"Jones County, North Carolina",2019-06-04 22:00:14.557
"Jones County, South Dakota",2019-06-04 22:00:14.557
"Jones County, Texas",2019-06-04 22:00:14.557
"Josephine County, Oregon",2019-06-04 22:00:14.557
"Juab County, Utah",2019-06-04 22:00:14.557
"Judith Basin County, Montana",2019-06-04 22:00:14.557
"Juneau County, Wisconsin",2019-06-04 22:00:14.557
"Juneau, City and Borough, Alaska",2019-06-04 22:00:14.557
"Juniata County, Pennsylvania",2019-06-04 22:00:14.557
"Kalamazoo County, Michigan",2019-06-04 22:00:14.557
"Kalawao County, Hawai?i",2019-06-04 22:00:14.557
"Kalkaska County, Michigan",2019-06-04 22:00:14.557
"Kanabec County, Minnesota",2019-06-04 22:00:14.557
"Kanawha County, West Virginia",2019-06-04 22:00:14.557
"Kandiyohi County, Minnesota",2019-06-04 22:00:14.557
"Kane County, Illinois",2019-06-04 22:00:14.557
"Kane County, Utah",2019-06-04 22:00:14.557
"Kankakee County, Illinois",2019-06-04 22:00:14.557
"Karnes County, Texas",2019-06-04 22:00:14.557
"Kauai County, Hawai?i",2019-06-04 22:00:14.557
"Kaufman County, Texas",2019-06-04 22:00:14.557
"Kay County, Oklahoma",2019-06-04 22:00:14.557
"Kearney County, Nebraska",2019-06-04 22:00:14.557
"Kearny County, Kansas",2019-06-04 22:00:14.557
"Keith County, Nebraska",2019-06-04 22:00:14.557
"Kemper County, Mississippi",2019-06-04 22:00:14.557
"Kenai Peninsula Borough, Alaska",2019-06-04 22:00:14.557
"Kendall County, Illinois",2019-06-04 22:00:14.557
"Kendall County, Texas",2019-06-04 22:00:14.557
"Kenedy County, Texas",2019-06-04 22:00:14.557
"Kennebec County, Maine",2019-06-04 22:00:14.557
"Kenosha County, Wisconsin",2019-06-04 22:00:14.557
"Kent County, Delaware",2019-06-04 22:00:14.557
"Kent County, Maryland",2019-06-04 22:00:14.557
"Kent County, Michigan",2019-06-04 22:00:14.557
"Kent County, Rhode Island",2019-06-04 22:00:14.557
"Kent County, Texas",2019-06-04 22:00:14.557
"Kenton County, Kentucky",2019-06-04 22:00:14.557
"Keokuk County, Iowa",2019-06-04 22:00:14.557
"Kern County, California",2019-06-04 22:00:14.557
"Kerr County, Texas",2019-06-04 22:00:14.557
"Kershaw County, South Carolina",2019-06-04 22:00:14.557
"Ketchikan Gateway Borough, Alaska",2019-06-04 22:00:14.557
"Kewaunee County, Wisconsin",2019-06-04 22:00:14.557
"Keweenaw County, Michigan",2019-06-04 22:00:14.557
"Keya Paha County, Nebraska",2019-06-04 22:00:14.557
"Kidder County, North Dakota",2019-06-04 22:00:14.557
"Kimball County, Nebraska",2019-06-04 22:00:14.557
"Kimble County, Texas",2019-06-04 22:00:14.557
"King and Queen County, Virginia",2019-06-04 22:00:14.557
"King County, Texas",2019-06-04 22:00:14.557
"King County, Washington",2019-06-04 22:00:14.557
"King George County, Virginia",2019-06-04 22:00:14.557
"King William County, Virginia",2019-06-04 22:00:14.557
"Kingfisher County, Oklahoma",2019-06-04 22:00:14.557
"Kingman County, Kansas",2019-06-04 22:00:14.557
"Kings County, California",2019-06-04 22:00:14.557
"Kings County, New York",2019-06-04 22:00:14.557
"Kingsbury County, South Dakota",2019-06-04 22:00:14.557
"Kinney County, Texas",2019-06-04 22:00:14.557
"Kiowa County, Colorado",2019-06-04 22:00:14.557
"Kiowa County, Kansas",2019-06-04 22:00:14.557
"Kiowa County, Oklahoma",2019-06-04 22:00:14.557
"Kit Carson County, Colorado",2019-06-04 22:00:14.557
"Kitsap County, Washington",2019-06-04 22:00:14.557
"Kittitas County, Washington",2019-06-04 22:00:14.557
"Kittson County, Minnesota",2019-06-04 22:00:14.557
"Klamath County, Oregon",2019-06-04 22:00:14.557
"Kleberg County, Texas",2019-06-04 22:00:14.557
